record_id,txn_date,fiscal_year,account,department,region,customer_name,customer_email,revenue,cogs,gross_profit,operating_expense,net_income,tax_amount,cash_balance
78,2024-07-23,2024,1078,18,East,Customer 00078,customer00078@example.com,7886,3794,4092,1982,2110,443,107566
79,2025-08-24,2025,1079,19,West,Customer 00079,customer00079@example.com,7923,3817,4106,2001,2105,442,107663
80,2021-09-25,2021,1080,20,North,Customer 00080,customer00080@example.com,7960,3840,4120,2020,2100,441,107760
81,2022-10-26,2022,1081,21,South,Customer 00081,customer00081@example.com,7997,3863,4134,2039,2095,439,107857
82,2023-11-27,2023,1082,22,East,Customer 00082,customer00082@example.com,8034,3886,4148,2058,2090,438,107954
83,2024-12-28,2024,1083,23,West,Customer 00083,customer00083@example.com,8071,3909,4162,2077,2085,437,108051
84,2025-01-01,2025,1084,24,North,Customer 00084,customer00084@example.com,8108,3932,4176,2096,2080,436,108148
85,2021-02-02,2021,1085,25,South,Customer 00085,customer00085@example.com,8145,3955,4190,2115,2075,435,108245
86,2022-03-03,2022,1086,26,East,Customer 00086,customer00086@example.com,8182,3978,4204,2134,2070,434,108342
87,2023-04-04,2023,1087,27,West,Customer 00087,customer00087@example.com,8219,4001,4218,2153,2065,433,108439
88,2024-05-05,2024,1088,28,North,Customer 00088,customer00088@example.com,8256,4024,4232,2172,2060,432,108536
89,2025-06-06,2025,1089,29,South,Customer 00089,customer00089@example.com,8293,4047,4246,2191,2055,431,108633
90,2021-07-07,2021,1090,30,East,Customer 00090,customer00090@example.com,8330,4070,4260,2210,2050,430,108730
91,2022-08-08,2022,1091,31,West,Customer 00091,customer00091@example.com,8367,4093,4274,2229,2045,429,108827
92,2023-09-09,2023,1092,32,North,Customer 00092,customer00092@example.com,8404,4116,4288,2248,2040,428,108924
93,2024-10-10,2024,1093,33,South,Customer 00093,customer00093@example.com,8441,4139,4302,2267,2035,427,109021
94,2025-11-11,2025,1094,34,East,Customer 00094,customer00094@example.com,8478,4162,4316,2286,2030,426,109118
95,2021-12-12,2021,1095,35,West,Customer 00095,customer00095@example.com,8515,4185,4330,2305,2025,425,109215
96,2022-01-13,2022,1096,36,North,Customer 00096,customer00096@example.com,8552,4208,4344,2324,2020,424,109312
97,2023-02-14,2023,1097,37,South,Customer 00097,customer00097@example.com,8589,4231,4358,2343,2015,423,109409
98,2024-03-15,2024,1098,38,East,Customer 00098,customer00098@example.com,8626,4254,4372,2362,2010,422,109506
99,2025-04-16,2025,1099,39,West,Customer 00099,customer00099@example.com,8663,4277,4386,2381,2005,421,109603
100,2021-05-17,2021,1100,40,North,Customer 00100,customer00100@example.com,8700,4300,4400,2400,2000,420,109700
101,2022-06-18,2022,1101,41,South,Customer 00101,customer00101@example.com,8737,4323,4414,2419,1995,418,109797
102,2023-07-19,2023,1102,42,East,Customer 00102,customer00102@example.com,8774,4346,4428,2438,1990,417,109894
103,2024-08-20,2024,1103,43,West,Customer 00103,customer00103@example.com,8811,4369,4442,2457,1985,416,109991
104,2025-09-21,2025,1104,44,North,Customer 00104,customer00104@example.com,8848,4392,4456,2476,1980,415,110088
105,2021-10-22,2021,1105,10,South,Customer 00105,customer00105@example.com,8885,4415,4470,2495,1975,414,110185
106,2022-11-23,2022,1106,11,East,Customer 00106,customer00106@example.com,8922,4438,4484,2514,1970,413,110282
107,2023-12-24,2023,1107,12,West,Customer 00107,customer00107@example.com,8959,4461,4498,2533,1965,412,110379
108,2024-01-25,2024,1108,13,North,Customer 00108,customer00108@example.com,8996,4484,4512,2552,1960,411,110476
109,2025-02-26,2025,1109,14,South,Customer 00109,customer00109@example.com,9033,4507,4526,2571,1955,410,110573
110,2021-03-27,2021,1110,15,East,Customer 00110,customer00110@example.com,9070,4530,4540,2590,1950,409,110670
111,2022-04-28,2022,1111,16,West,Customer 00111,customer00111@example.com,9107,4553,4554,2609,1945,408,110767
112,2023-05-01,2023,1112,17,North,Customer 00112,customer00112@example.com,9144,4576,4568,2628,1940,407,110864
113,2024-06-02,2024,1113,18,South,Customer 00113,customer00113@example.com,9181,4599,4582,2647,1935,406,110961
114,2025-07-03,2025,1114,19,East,Customer 00114,customer00114@example.com,9218,4622,4596,2666,1930,405,111058
115,2021-08-04,2021,1115,20,West,Customer 00115,customer00115@example.com,9255,4645,4610,2685,1925,404,111155
116,2022-09-05,2022,1116,21,North,Customer 00116,customer00116@example.com,9292,4668,4624,2704,1920,403,111252
117,2023-10-06,2023,1117,22,South,Customer 00117,customer00117@example.com,9329,4691,4638,2723,1915,402,111349
118,2024-11-07,2024,1118,23,East,Customer 00118,customer00118@example.com,9366,4714,4652,2742,1910,401,111446
119,2025-12-08,2025,1119,24,West,Customer 00119,customer00119@example.com,9403,4737,4666,2761,1905,400,111543
120,2021-01-09,2021,1120,25,North,Customer 00120,customer00120@example.com,9440,4760,4680,2780,1900,399,111640
121,2022-02-10,2022,1121,26,South,Customer 00121,customer00121@example.com,9477,4783,4694,2799,1895,397,111737
122,2023-03-11,2023,1122,27,East,Customer 00122,customer00122@example.com,9514,4806,4708,2818,1890,396,111834
123,2024-04-12,2024,1123,28,West,Customer 00123,customer00123@example.com,9551,4829,4722,2837,1885,395,111931
124,2025-05-13,2025,1124,29,North,Customer 00124,customer00124@example.com,9588,4852,4736,2856,1880,394,112028
125,2021-06-14,2021,1125,30,South,Customer 00125,customer00125@example.com,9625,4875,4750,2875,1875,393,112125
126,2022-07-15,2022,1126,31,East,Customer 00126,customer00126@example.com,9662,4898,4764,2894,1870,392,112222
127,2023-08-16,2023,1127,32,West,Customer 00127,customer00127@example.com,9699,4921,4778,2913,1865,391,112319
128,2024-09-17,2024,1128,33,North,Customer 00128,customer00128@example.com,9736,4944,4792,2932,1860,390,112416
129,2025-10-18,2025,1129,34,South,Customer 00129,customer00129@example.com,9773,4967,4806,2951,1855,389,112513
130,2021-11-19,2021,1130,35,East,Customer 00130,customer00130@example.com,9810,4990,4820,2970,1850,388,112610
131,2022-12-20,2022,1131,36,West,Customer 00131,customer00131@example.com,9847,5013,4834,2989,1845,387,112707
132,2023-01-21,2023,1132,37,North,Customer 00132,customer00132@example.com,9884,5036,4848,3008,1840,386,112804
133,2024-02-22,2024,1133,38,South,Customer 00133,customer00133@example.com,9921,5059,4862,3027,1835,385,112901
134,2025-03-23,2025,1134,39,East,Customer 00134,customer00134@example.com,9958,5082,4876,3046,1830,384,112998
135,2021-04-24,2021,1135,40,West,Customer 00135,customer00135@example.com,9995,5105,4890,3065,1825,383,113095
136,2022-05-25,2022,1136,41,North,Customer 00136,customer00136@example.com,10032,5128,4904,3084,1820,382,113192
137,2023-06-26,2023,1137,42,South,Customer 00137,customer00137@example.com,10069,5151,4918,3103,1815,381,113289
138,2024-07-27,2024,1138,43,East,Customer 00138,customer00138@example.com,10106,5174,4932,3122,1810,380,113386
139,2025-08-28,2025,1139,44,West,Customer 00139,customer00139@example.com,10143,5197,4946,3141,1805,379,113483
140,2021-09-01,2021,1140,10,North,Customer 00140,customer00140@example.com,10180,5220,4960,3160,1800,378,113580
141,2022-10-02,2022,1141,11,South,Customer 00141,customer00141@example.com,10217,5243,4974,3179,1795,376,113677
142,2023-11-03,2023,1142,12,East,Customer 00142,customer00142@example.com,10254,5266,4988,3198,1790,375,113774
143,2024-12-04,2024,1143,13,West,Customer 00143,customer00143@example.com,10291,5289,5002,3217,1785,374,113871
144,2025-01-05,2025,1144,14,North,Customer 00144,customer00144@example.com,10328,5312,5016,3236,1780,373,113968
145,2021-02-06,2021,1145,15,South,Customer 00145,customer00145@example.com,10365,5335,5030,3255,1775,372,114065
146,2022-03-07,2022,1146,16,East,Customer 00146,customer00146@example.com,10402,5358,5044,3274,1770,371,114162
147,2023-04-08,2023,1147,17,West,Customer 00147,customer00147@example.com,10439,5381,5058,3293,1765,370,114259
148,2024-05-09,2024,1148,18,North,Customer 00148,customer00148@example.com,10476,5404,5072,3312,1760,369,114356
149,2025-06-10,2025,1149,19,South,Customer 00149,customer00149@example.com,10513,5427,5086,3331,1755,368,114453
150,2021-07-11,2021,1150,20,East,Customer 00150,customer00150@example.com,10550,5450,5100,3350,1750,367,114550
151,2022-08-12,2022,1151,21,West,Customer 00151,customer00151@example.com,10587,5473,5114,3369,1745,366,114647
152,2023-09-13,2023,1152,22,North,Customer 00152,customer00152@example.com,10624,5496,5128,3388,1740,365,114744
153,2024-10-14,2024,1153,23,South,Customer 00153,customer00153@example.com,10661,5519,5142,3407,1735,364,114841
154,2025-11-15,2025,1154,24,East,Customer 00154,customer00154@example.com,10698,5542,5156,3426,1730,363,114938
155,2021-12-16,2021,1155,25,West,Customer 00155,customer00155@example.com,10735,5565,5170,3445,1725,362,115035
156,2022-01-17,2022,1156,26,North,Customer 00156,customer00156@example.com,10772,5588,5184,3464,1720,361,115132
157,2023-02-18,2023,1157,27,South,Customer 00157,customer00157@example.com,10809,5611,5198,3483,1715,360,115229
158,2024-03-19,2024,1158,28,East,Customer 00158,customer00158@example.com,10846,5634,5212,3502,1710,359,115326
159,2025-04-20,2025,1159,29,West,Customer 00159,customer00159@example.com,10883,5657,5226,3521,1705,358,115423
160,2021-05-21,2021,1160,30,North,Customer 00160,customer00160@example.com,10920,5680,5240,3540,1700,357,115520
161,2022-06-22,2022,1161,31,South,Customer 00161,customer00161@example.com,10957,5703,5254,3559,1695,355,115617
162,2023-07-23,2023,1162,32,East,Customer 00162,customer00162@example.com,10994,5726,5268,3578,1690,354,115714
163,2024-08-24,2024,1163,33,West,Customer 00163,customer00163@example.com,11031,5749,5282,3597,1685,353,115811
164,2025-09-25,2025,1164,34,North,Customer 00164,customer00164@example.com,11068,5772,5296,3616,1680,352,115908
165,2021-10-26,2021,1165,35,South,Customer 00165,customer00165@example.com,11105,5795,5310,3635,1675,351,116005
166,2022-11-27,2022,1166,36,East,Customer 00166,customer00166@example.com,11142,5818,5324,3654,1670,350,116102
167,2023-12-28,2023,1167,37,West,Customer 00167,customer00167@example.com,11179,5841,5338,3673,1665,349,116199
168,2024-01-01,2024,1168,38,North,Customer 00168,customer00168@example.com,11216,5864,5352,3692,1660,348,116296
169,2025-02-02,2025,1169,39,South,Customer 00169,customer00169@example.com,11253,5887,5366,3711,1655,347,116393
170,2021-03-03,2021,1170,40,East,Customer 00170,customer00170@example.com,11290,5910,5380,3730,1650,346,116490
171,2022-04-04,2022,1171,41,West,Customer 00171,customer00171@example.com,11327,5933,5394,3749,1645,345,116587
172,2023-05-05,2023,1172,42,North,Customer 00172,customer00172@example.com,11364,5956,5408,3768,1640,344,116684
173,2024-06-06,2024,1173,43,South,Customer 00173,customer00173@example.com,11401,5979,5422,3787,1635,343,116781
174,2025-07-07,2025,1174,44,East,Customer 00174,customer00174@example.com,11438,6002,5436,3806,1630,342,116878
175,2021-08-08,2021,1175,10,West,Customer 00175,customer00175@example.com,11475,6025,5450,3825,1625,341,116975
176,2022-09-09,2022,1176,11,North,Customer 00176,customer00176@example.com,11512,6048,5464,3844,1620,340,117072
177,2023-10-10,2023,1177,12,South,Customer 00177,customer00177@example.com,11549,6071,5478,3863,1615,339,117169
178,2024-11-11,2024,1178,13,East,Customer 00178,customer00178@example.com,11586,6094,5492,3882,1610,338,117266
179,2025-12-12,2025,1179,14,West,Customer 00179,customer00179@example.com,11623,6117,5506,3901,1605,337,117363
180,2021-01-13,2021,1180,15,North,Customer 00180,customer00180@example.com,11660,6140,5520,3920,1600,336,117460
181,2022-02-14,2022,1181,16,South,Customer 00181,customer00181@example.com,11697,6163,5534,3939,1595,334,117557
182,2023-03-15,2023,1182,17,East,Customer 00182,customer00182@example.com,11734,6186,5548,3958,1590,333,117654
183,2024-04-16,2024,1183,18,West,Customer 00183,customer00183@example.com,11771,6209,5562,3977,1585,332,117751
184,2025-05-17,2025,1184,19,North,Customer 00184,customer00184@example.com,11808,6232,5576,3996,1580,331,117848
185,2021-06-18,2021,1185,20,South,Customer 00185,customer00185@example.com,11845,6255,5590,4015,1575,330,117945
186,2022-07-19,2022,1186,21,East,Customer 00186,customer00186@example.com,11882,6278,5604,4034,1570,329,118042
187,2023-08-20,2023,1187,22,West,Customer 00187,customer00187@example.com,11919,6301,5618,4053,1565,328,118139
188,2024-09-21,2024,1188,23,North,Customer 00188,customer00188@example.com,11956,6324,5632,4072,1560,327,118236
189,2025-10-22,2025,1189,24,South,Customer 00189,customer00189@example.com,11993,6347,5646,4091,1555,326,118333
190,2021-11-23,2021,1190,25,East,Customer 00190,customer00190@example.com,12030,6370,5660,4110,1550,325,118430
191,2022-12-24,2022,1191,26,West,Customer 00191,customer00191@example.com,12067,6393,5674,4129,1545,324,118527
192,2023-01-25,2023,1192,27,North,Customer 00192,customer00192@example.com,12104,6416,5688,4148,1540,323,118624
193,2024-02-26,2024,1193,28,South,Customer 00193,customer00193@example.com,12141,6439,5702,4167,1535,322,118721
194,2025-03-27,2025,1194,29,East,Customer 00194,customer00194@example.com,12178,6462,5716,4186,1530,321,118818
195,2021-04-28,2021,1195,30,West,Customer 00195,customer00195@example.com,12215,6485,5730,4205,1525,320,118915
196,2022-05-01,2022,1196,31,North,Customer 00196,customer00196@example.com,12252,6508,5744,4224,1520,319,119012
197,2023-06-02,2023,1197,32,South,Customer 00197,customer00197@example.com,12289,6531,5758,4243,1515,318,119109
198,2024-07-03,2024,1198,33,East,Customer 00198,customer00198@example.com,12326,6554,5772,4262,1510,317,119206
199,2025-08-04,2025,1199,34,West,Customer 00199,customer00199@example.com,12363,6577,5786,4281,1505,316,119303
200,2021-09-05,2021,1200,35,North,Customer 00200,customer00200@example.com,12400,6600,5800,4300,1500,315,119400
201,2022-10-06,2022,1201,36,South,Customer 00201,customer00201@example.com,12437,6623,5814,4319,1495,313,119497
202,2023-11-07,2023,1202,37,East,Customer 00202,customer00202@example.com,12474,6646,5828,4338,1490,312,119594
203,2024-12-08,2024,1203,38,West,Customer 00203,customer00203@example.com,12511,6669,5842,4357,1485,311,119691
204,2025-01-09,2025,1204,39,North,Customer 00204,customer00204@example.com,12548,6692,5856,4376,1480,310,119788
205,2021-02-10,2021,1205,40,South,Customer 00205,customer00205@example.com,12585,6715,5870,4395,1475,309,119885
206,2022-03-11,2022,1206,41,East,Customer 00206,customer00206@example.com,12622,6738,5884,4414,1470,308,119982
207,2023-04-12,2023,1207,42,West,Customer 00207,customer00207@example.com,12659,6761,5898,4433,1465,307,120079
208,2024-05-13,2024,1208,43,North,Customer 00208,customer00208@example.com,12696,6784,5912,4452,1460,306,120176
209,2025-06-14,2025,1209,44,South,Customer 00209,customer00209@example.com,12733,6807,5926,4471,1455,305,120273
210,2021-07-15,2021,1210,10,East,Customer 00210,customer00210@example.com,12770,6830,5940,4490,1450,304,120370
211,2022-08-16,2022,1211,11,West,Customer 00211,customer00211@example.com,12807,6853,5954,4509,1445,303,120467
212,2023-09-17,2023,1212,12,North,Customer 00212,customer00212@example.com,12844,6876,5968,4528,1440,302,120564
213,2024-10-18,2024,1213,13,South,Customer 00213,customer00213@example.com,12881,6899,5982,4547,1435,301,120661
214,2025-11-19,2025,1214,14,East,Customer 00214,customer00214@example.com,12918,6922,5996,4566,1430,300,120758
215,2021-12-20,2021,1215,15,West,Customer 00215,customer00215@example.com,12955,6945,6010,4585,1425,299,120855
216,2022-01-21,2022,1216,16,North,Customer 00216,customer00216@example.com,12992,6968,6024,4604,1420,298,120952
217,2023-02-22,2023,1217,17,South,Customer 00217,customer00217@example.com,13029,6991,6038,4623,1415,297,121049
218,2024-03-23,2024,1218,18,East,Customer 00218,customer00218@example.com,13066,7014,6052,4642,1410,296,121146
219,2025-04-24,2025,1219,19,West,Customer 00219,customer00219@example.com,13103,7037,6066,4661,1405,295,121243
220,2021-05-25,2021,1220,20,North,Customer 00220,customer00220@example.com,13140,7060,6080,4680,1400,294,121340
221,2022-06-26,2022,1221,21,South,Customer 00221,customer00221@example.com,13177,7083,6094,4699,1395,292,121437
222,2023-07-27,2023,1222,22,East,Customer 00222,customer00222@example.com,13214,7106,6108,4718,1390,291,121534
223,2024-08-28,2024,1223,23,West,Customer 00223,customer00223@example.com,13251,7129,6122,4737,1385,290,121631
224,2025-09-01,2025,1224,24,North,Customer 00224,customer00224@example.com,13288,7152,6136,4756,1380,289,121728
225,2021-10-02,2021,1225,25,South,Customer 00225,customer00225@example.com,13325,7175,6150,4775,1375,288,121825
226,2022-11-03,2022,1226,26,East,Customer 00226,customer00226@example.com,13362,7198,6164,4794,1370,287,121922
227,2023-12-04,2023,1227,27,West,Customer 00227,customer00227@example.com,13399,7221,6178,4813,1365,286,122019
228,2024-01-05,2024,1228,28,North,Customer 00228,customer00228@example.com,13436,7244,6192,4832,1360,285,122116
229,2025-02-06,2025,1229,29,South,Customer 00229,customer00229@example.com,13473,7267,6206,4851,1355,284,122213
230,2021-03-07,2021,1230,30,East,Customer 00230,customer00230@example.com,13510,7290,6220,4870,1350,283,122310
231,2022-04-08,2022,1231,31,West,Customer 00231,customer00231@example.com,13547,7313,6234,4889,1345,282,122407
232,2023-05-09,2023,1232,32,North,Customer 00232,customer00232@example.com,13584,7336,6248,4908,1340,281,122504
233,2024-06-10,2024,1233,33,South,Customer 00233,customer00233@example.com,13621,7359,6262,4927,1335,280,122601
234,2025-07-11,2025,1234,34,East,Customer 00234,customer00234@example.com,13658,7382,6276,4946,1330,279,122698
235,2021-08-12,2021,1235,35,West,Customer 00235,customer00235@example.com,13695,7405,6290,4965,1325,278,122795
236,2022-09-13,2022,1236,36,North,Customer 00236,customer00236@example.com,13732,7428,6304,4984,1320,277,122892
237,2023-10-14,2023,1237,37,South,Customer 00237,customer00237@example.com,13769,7451,6318,5003,1315,276,122989
238,2024-11-15,2024,1238,38,East,Customer 00238,customer00238@example.com,13806,7474,6332,5022,1310,275,123086
239,2025-12-16,2025,1239,39,West,Customer 00239,customer00239@example.com,13843,7497,6346,5041,1305,274,123183
240,2021-01-17,2021,1240,40,North,Customer 00240,customer00240@example.com,13880,7520,6360,5060,1300,273,123280
241,2022-02-18,2022,1241,41,South,Customer 00241,customer00241@example.com,13917,7543,6374,5079,1295,271,123377
242,2023-03-19,2023,1242,42,East,Customer 00242,customer00242@example.com,13954,7566,6388,5098,1290,270,123474
243,2024-04-20,2024,1243,43,West,Customer 00243,customer00243@example.com,13991,7589,6402,5117,1285,269,123571
244,2025-05-21,2025,1244,44,North,Customer 00244,customer00244@example.com,14028,7612,6416,5136,1280,268,123668
245,2021-06-22,2021,1245,10,South,Customer 00245,customer00245@example.com,14065,7635,6430,5155,1275,267,123765
246,2022-07-23,2022,1246,11,East,Customer 00246,customer00246@example.com,14102,7658,6444,5174,1270,266,123862
247,2023-08-24,2023,1247,12,West,Customer 00247,customer00247@example.com,14139,7681,6458,5193,1265,265,123959
248,2024-09-25,2024,1248,13,North,Customer 00248,customer00248@example.com,14176,7704,6472,5212,1260,264,124056
249,2025-10-26,2025,1249,14,South,Customer 00249,customer00249@example.com,14213,7727,6486,5231,1255,263,124153
250,2021-11-27,2021,1000,15,East,Customer 00250,customer00250@example.com,14250,7750,6500,5250,1250,262,124250
251,2022-12-28,2022,1001,16,West,Customer 00251,customer00251@example.com,14287,7773,6514,5269,1245,261,124347
252,2023-01-01,2023,1002,17,North,Customer 00252,customer00252@example.com,14324,7796,6528,5288,1240,260,124444
